"FeatureCode","DateCode","Measurement","Units","Value","Indicator..municipal.waste."
"S12000044","2005/2006","Count","Kg Per Capita",716,"Waste Arisings Per Capita (Kg)"
"S12000044","2005/2006","Count","Tonnes",231898,"Waste Arisings (Tonnes)"
"S12000044","2004/2005","Count","ktonnes",101.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2010/2011","Count","Tonnes",207166,"Waste Arisings (Tonnes)"
"S12000044","2008/2009","Count","ktonnes",79.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2009/2010","Count","ktonnes",71.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2011/2012","Count","Tonnes",178296,"Waste Arisings (Tonnes)"
"S12000044","2008/2009","Count","Kg Per Capita",690,"Waste Arisings Per Capita (Kg)"
"S12000044","2007/2008","Count","Kg Per Capita",734,"Waste Arisings Per Capita (Kg)"
"S12000045","2007/2008","Count","ktonnes",30.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2007/2008","Count","Tonnes",74941,"Waste Arisings (Tonnes)"
"S12000045","2005/2006","Count","ktonnes",32.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2009/2010","Count","ktonnes",27.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2008/2009","Count","Tonnes",72215,"Waste Arisings (Tonnes)"
"S12000045","2004/2005","Count","Tonnes",73082,"Waste Arisings (Tonnes)"
"S12000045","2009/2010","Count","Tonnes",69301,"Waste Arisings (Tonnes)"
"S12000044","2006/2007","Count","Tonnes",228455,"Waste Arisings (Tonnes)"
"S12000044","2008/2009","Count","Tonnes",224699,"Waste Arisings (Tonnes)"
"S12000044","2009/2010","Count","Tonnes",222396,"Waste Arisings (Tonnes)"
"S12000045","2006/2007","Count","ktonnes",31,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2008/2009","Count","ktonnes",29.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2004/2005","Count","ktonnes",37.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2006/2007","Count","Tonnes",107424,"Waste Arisings (Tonnes)"
"S12000048","2011/2012","Count","Tonnes",94233,"Waste Arisings (Tonnes)"
"S12000048","2004/2005","Count","Tonnes",99030,"Waste Arisings (Tonnes)"
"S12000048","2007/2008","Count","Tonnes",105910,"Waste Arisings (Tonnes)"
"S12000048","2005/2006","Count","Tonnes",103048,"Waste Arisings (Tonnes)"
"S12000048","2009/2010","Count","ktonnes",30.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2009/2010","Count","Tonnes",95201,"Waste Arisings (Tonnes)"
"S12000047","2005/2006","Count","Kg Per Capita",691,"Waste Arisings Per Capita (Kg)"
"S12000047","2006/2007","Count","Kg Per Capita",708,"Waste Arisings Per Capita (Kg)"
"S12000047","2008/2009","Count","Kg Per Capita",685,"Waste Arisings Per Capita (Kg)"
"S12000047","2011/2012","Count","Kg Per Capita",694,"Waste Arisings Per Capita (Kg)"
"S12000048","2008/2009","Count","Kg Per Capita",682,"Waste Arisings Per Capita (Kg)"
"S12000048","2008/2009","Count","Tonnes",98374,"Waste Arisings (Tonnes)"
"S12000048","2007/2008","Count","Kg Per Capita",745,"Waste Arisings Per Capita (Kg)"
"S12000048","2010/2011","Count","Tonnes",92808,"Waste Arisings (Tonnes)"
"S12000048","2011/2012","Count","Kg Per Capita",630,"Waste Arisings Per Capita (Kg)"
"S12000048","2005/2006","Count","Kg Per Capita",744,"Waste Arisings Per Capita (Kg)"
"S12000048","2006/2007","Count","Kg Per Capita",766,"Waste Arisings Per Capita (Kg)"
"S12000048","2006/2007","Count","ktonnes",44.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2004/2005","Count","Kg Per Capita",730,"Waste Arisings Per Capita (Kg)"
"S12000048","2009/2010","Count","Kg Per Capita",652,"Waste Arisings Per Capita (Kg)"
"S12000048","2004/2005","Count","ktonnes",48.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2005/2006","Count","ktonnes",43.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2010/2011","Count","ktonnes",27.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2010/2011","Count","Kg Per Capita",628,"Waste Arisings Per Capita (Kg)"
"S12000048","2007/2008","Count","ktonnes",43.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2008/2009","Count","ktonnes",35.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000047","2010/2011","Count","ktonnes",86.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000047","2005/2006","Count","ktonnes",110.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000046","2005/2006","Count","ktonnes",185,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000047","2009/2010","Count","ktonnes",84.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000047","2007/2008","Count","ktonnes",96.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000047","2008/2009","Count","Tonnes",247823,"Waste Arisings (Tonnes)"
"S12000047","2008/2009","Count","ktonnes",88.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000046","2009/2010","Count","Kg Per Capita",556,"Waste Arisings Per Capita (Kg)"
"S12000046","2007/2008","Count","ktonnes",180.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000046","2011/2012","Count","Tonnes",304254,"Waste Arisings (Tonnes)"
"S12000046","2009/2010","Count","ktonnes",153.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000046","2006/2007","Count","ktonnes",187.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000046","2008/2009","Count","ktonnes",166.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000046","2007/2008","Count","Kg Per Capita",624,"Waste Arisings Per Capita (Kg)"
"S12000047","2004/2005","Count","Tonnes",247977,"Waste Arisings (Tonnes)"
"S12000047","2011/2012","Count","Tonnes",254914,"Waste Arisings (Tonnes)"
"S12000047","2005/2006","Count","Tonnes",252904,"Waste Arisings (Tonnes)"
"S12000047","2006/2007","Count","Tonnes",254135,"Waste Arisings (Tonnes)"
"S12000047","2007/2008","Count","Kg Per Capita",699,"Waste Arisings Per Capita (Kg)"
"S12000047","2004/2005","Count","Kg Per Capita",699,"Waste Arisings Per Capita (Kg)"
"S12000047","2007/2008","Count","Tonnes",252077,"Waste Arisings (Tonnes)"
"S12000047","2009/2010","Count","Tonnes",246424,"Waste Arisings (Tonnes)"
"S12000047","2004/2005","Count","ktonnes",119.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000047","2010/2011","Count","Tonnes",253991,"Waste Arisings (Tonnes)"
"S12000047","2009/2010","Count","Kg Per Capita",678,"Waste Arisings Per Capita (Kg)"
"S12000047","2010/2011","Count","Kg Per Capita",696,"Waste Arisings Per Capita (Kg)"
"S12000047","2006/2007","Count","ktonnes",108.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000038","2004/2005","Count","Kg Per Capita",654,"Waste Arisings Per Capita (Kg)"
"S12000038","2005/2006","Count","Kg Per Capita",604,"Waste Arisings Per Capita (Kg)"
"S12000038","2008/2009","Count","Kg Per Capita",548,"Waste Arisings Per Capita (Kg)"
"S12000038","2007/2008","Count","ktonnes",43.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000038","2005/2006","Count","Tonnes",102615,"Waste Arisings (Tonnes)"
"S12000038","2010/2011","Count","Tonnes",92123,"Waste Arisings (Tonnes)"
"S12000038","2006/2007","Count","Kg Per Capita",593,"Waste Arisings Per Capita (Kg)"
"S12000036","2007/2008","Count","ktonnes",109.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000036","2008/2009","Count","Tonnes",242247,"Waste Arisings (Tonnes)"
"S12000036","2010/2011","Count","Tonnes",221865,"Waste Arisings (Tonnes)"
"S12000036","2005/2006","Count","ktonnes",125.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000036","2006/2007","Count","ktonnes",120.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000036","2004/2005","Count","ktonnes",140.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000036","2007/2008","Count","Tonnes",252078,"Waste Arisings (Tonnes)"
"S12000038","2006/2007","Count","ktonnes",46.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000038","2010/2011","Count","ktonnes",33,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000038","2009/2010","Count","ktonnes",37.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000038","2008/2009","Count","Tonnes",93023,"Waste Arisings (Tonnes)"
"S12000038","2007/2008","Count","Tonnes",97805,"Waste Arisings (Tonnes)"
"S12000038","2004/2005","Count","Tonnes",111501,"Waste Arisings (Tonnes)"
"S12000038","2010/2011","Count","Kg Per Capita",541,"Waste Arisings Per Capita (Kg)"
"S12000038","2004/2005","Count","ktonnes",62.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000038","2011/2012","Count","Tonnes",90469,"Waste Arisings (Tonnes)"
"S12000038","2009/2010","Count","Kg Per Capita",543,"Waste Arisings Per Capita (Kg)"
"S12000038","2007/2008","Count","Kg Per Capita",577,"Waste Arisings Per Capita (Kg)"
"S12000038","2005/2006","Count","ktonnes",50,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000038","2009/2010","Count","Tonnes",92298,"Waste Arisings (Tonnes)"
"S12000038","2008/2009","Count","ktonnes",41.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000035","2007/2008","Count","Kg Per Capita",682,"Waste Arisings Per Capita (Kg)"
"S12000035","2011/2012","Count","Tonnes",56360,"Waste Arisings (Tonnes)"
"S12000035","2009/2010","Count","Kg Per Capita",639,"Waste Arisings Per Capita (Kg)"
"S12000035","2008/2009","Count","Kg Per Capita",660,"Waste Arisings Per Capita (Kg)"
"S12000036","2011/2012","Count","Kg Per Capita",451,"Waste Arisings Per Capita (Kg)"
"S12000036","2007/2008","Count","Kg Per Capita",539,"Waste Arisings Per Capita (Kg)"
"S12000036","2010/2011","Count","Kg Per Capita",456,"Waste Arisings Per Capita (Kg)"
"S12000035","2005/2006","Count","ktonnes",32.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000035","2006/2007","Count","Tonnes",61505,"Waste Arisings (Tonnes)"
"S12000035","2010/2011","Count","Kg Per Capita",618,"Waste Arisings Per Capita (Kg)"
"S12000035","2008/2009","Count","Tonnes",59724,"Waste Arisings (Tonnes)"
"S12000035","2010/2011","Count","Tonnes",55148,"Waste Arisings (Tonnes)"
"S12000035","2009/2010","Count","Tonnes",57516,"Waste Arisings (Tonnes)"
"S12000035","2005/2006","Count","Tonnes",67259,"Waste Arisings (Tonnes)"
"S12000036","2009/2010","Count","ktonnes",93.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000036","2010/2011","Count","ktonnes",91.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000036","2008/2009","Count","ktonnes",101.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000036","2009/2010","Count","Tonnes",226601,"Waste Arisings (Tonnes)"
"S12000036","2006/2007","Count","Tonnes",264773,"Waste Arisings (Tonnes)"
"S12000036","2011/2012","Count","Tonnes",223222,"Waste Arisings (Tonnes)"
"S12000036","2005/2006","Count","Tonnes",261493,"Waste Arisings (Tonnes)"
"S12000036","2005/2006","Count","Kg Per Capita",571,"Waste Arisings Per Capita (Kg)"
"S12000036","2004/2005","Count","Kg Per Capita",585,"Waste Arisings Per Capita (Kg)"
"S12000036","2006/2007","Count","Kg Per Capita",571,"Waste Arisings Per Capita (Kg)"
"S12000036","2004/2005","Count","Tonnes",266614,"Waste Arisings (Tonnes)"
"S12000036","2009/2010","Count","Kg Per Capita",474,"Waste Arisings Per Capita (Kg)"
"S12000036","2008/2009","Count","Kg Per Capita",514,"Waste Arisings Per Capita (Kg)"
"S12000042","2006/2007","Count","Tonnes",92345,"Waste Arisings (Tonnes)"
"S12000042","2007/2008","Count","Tonnes",95351,"Waste Arisings (Tonnes)"
"S12000042","2005/2006","Count","ktonnes",9.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000042","2007/2008","Count","ktonnes",10.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000042","2009/2010","Count","Tonnes",95904,"Waste Arisings (Tonnes)"
"S12000042","2010/2011","Count","Tonnes",94944,"Waste Arisings (Tonnes)"
"S12000042","2008/2009","Count","Tonnes",93956,"Waste Arisings (Tonnes)"
"S12000042","2010/2011","Count","Kg Per Capita",658,"Waste Arisings Per Capita (Kg)"
"S12000042","2009/2010","Count","ktonnes",6.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000042","2007/2008","Count","Kg Per Capita",671,"Waste Arisings Per Capita (Kg)"
"S12000042","2006/2007","Count","Kg Per Capita",650,"Waste Arisings Per Capita (Kg)"
"S12000042","2006/2007","Count","ktonnes",13.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000042","2004/2005","Count","ktonnes",16.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000042","2008/2009","Count","ktonnes",9.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2011/2012","Count","Kg Per Capita",546,"Waste Arisings Per Capita (Kg)"
"S12000044","2007/2008","Count","ktonnes",99,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000042","2009/2010","Count","Kg Per Capita",669,"Waste Arisings Per Capita (Kg)"
"S12000044","2010/2011","Count","Kg Per Capita",635,"Waste Arisings Per Capita (Kg)"
"S12000044","2006/2007","Count","ktonnes",99.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2010/2011","Count","ktonnes",66.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2005/2006","Count","ktonnes",100.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000042","2005/2006","Count","Tonnes",95416,"Waste Arisings (Tonnes)"
"S12000042","2004/2005","Count","Tonnes",99324,"Waste Arisings (Tonnes)"
"S12000042","2011/2012","Count","Tonnes",98268,"Waste Arisings (Tonnes)"
"S12000042","2004/2005","Count","Kg Per Capita",699,"Waste Arisings Per Capita (Kg)"
"S12000042","2005/2006","Count","Kg Per Capita",670,"Waste Arisings Per Capita (Kg)"
"S12000042","2010/2011","Count","ktonnes",3.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000041","2006/2007","Count","Kg Per Capita",718,"Waste Arisings Per Capita (Kg)"
"S12000041","2004/2005","Count","Kg Per Capita",713,"Waste Arisings Per Capita (Kg)"
"S12000041","2005/2006","Count","Kg Per Capita",690,"Waste Arisings Per Capita (Kg)"
"S12000041","2009/2010","Count","Tonnes",76780,"Waste Arisings (Tonnes)"
"S12000041","2006/2007","Count","Tonnes",78526,"Waste Arisings (Tonnes)"
"S12000041","2007/2008","Count","Tonnes",78185,"Waste Arisings (Tonnes)"
"S12000041","2004/2005","Count","Tonnes",77168,"Waste Arisings (Tonnes)"
"S12000041","2010/2011","Count","Tonnes",72965,"Waste Arisings (Tonnes)"
"S12000041","2009/2010","Count","Kg Per Capita",696,"Waste Arisings Per Capita (Kg)"
"S12000038","2006/2007","Count","Tonnes",100498,"Waste Arisings (Tonnes)"
"S12000038","2011/2012","Count","Kg Per Capita",530,"Waste Arisings Per Capita (Kg)"
"S12000041","2011/2012","Count","Tonnes",75181,"Waste Arisings (Tonnes)"
"S12000041","2007/2008","Count","Kg Per Capita",712,"Waste Arisings Per Capita (Kg)"
"S12000041","2005/2006","Count","Tonnes",73333,"Waste Arisings (Tonnes)"
"S12000041","2010/2011","Count","ktonnes",16.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000041","2004/2005","Count","ktonnes",25.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000041","2011/2012","Count","Kg Per Capita",680,"Waste Arisings Per Capita (Kg)"
"S12000041","2008/2009","Count","Kg Per Capita",701,"Waste Arisings Per Capita (Kg)"
"S12000042","2008/2009","Count","Kg Per Capita",659,"Waste Arisings Per Capita (Kg)"
"S12000042","2011/2012","Count","Kg Per Capita",675,"Waste Arisings Per Capita (Kg)"
"S12000041","2009/2010","Count","ktonnes",19,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000041","2008/2009","Count","ktonnes",20.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000041","2006/2007","Count","ktonnes",27.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000041","2008/2009","Count","Tonnes",77369,"Waste Arisings (Tonnes)"
"S12000041","2007/2008","Count","ktonnes",20.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000041","2010/2011","Count","Kg Per Capita",660,"Waste Arisings Per Capita (Kg)"
"S12000041","2005/2006","Count","ktonnes",20.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000010","2010/2011","Count","Kg Per Capita",636,"Waste Arisings Per Capita (Kg)"
"S12000010","2005/2006","Count","Tonnes",64331,"Waste Arisings (Tonnes)"
"S12000008","2007/2008","Count","ktonnes",26.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000008","2007/2008","Count","Kg Per Capita",617,"Waste Arisings Per Capita (Kg)"
"S12000010","2006/2007","Count","Tonnes",67689,"Waste Arisings (Tonnes)"
"S12000010","2005/2006","Count","Kg Per Capita",698,"Waste Arisings Per Capita (Kg)"
"S12000010","2008/2009","Count","Tonnes",68182,"Waste Arisings (Tonnes)"
"S12000008","2004/2005","Count","ktonnes",43,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000008","2004/2005","Count","Kg Per Capita",675,"Waste Arisings Per Capita (Kg)"
"S12000008","2005/2006","Count","Tonnes",71776,"Waste Arisings (Tonnes)"
"S12000008","2005/2006","Count","ktonnes",36.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000008","2008/2009","Count","ktonnes",26,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000008","2008/2009","Count","Kg Per Capita",600,"Waste Arisings Per Capita (Kg)"
"S12000010","2010/2011","Count","Tonnes",61986,"Waste Arisings (Tonnes)"
"S12000010","2009/2010","Count","Tonnes",65953,"Waste Arisings (Tonnes)"
"S12000010","2004/2005","Count","Kg Per Capita",711,"Waste Arisings Per Capita (Kg)"
"S12000010","2007/2008","Count","Tonnes",69978,"Waste Arisings (Tonnes)"
"S12000010","2005/2006","Count","ktonnes",29.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000010","2007/2008","Count","ktonnes",28.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000010","2004/2005","Count","Tonnes",64819,"Waste Arisings (Tonnes)"
"S12000010","2007/2008","Count","Kg Per Capita",741,"Waste Arisings Per Capita (Kg)"
"S12000010","2008/2009","Count","Kg Per Capita",709,"Waste Arisings Per Capita (Kg)"
"S12000010","2006/2007","Count","Kg Per Capita",729,"Waste Arisings Per Capita (Kg)"
"S12000010","2011/2012","Count","Kg Per Capita",638,"Waste Arisings Per Capita (Kg)"
"S12000010","2011/2012","Count","Tonnes",62617,"Waste Arisings (Tonnes)"
"S12000010","2009/2010","Count","Kg Per Capita",681,"Waste Arisings Per Capita (Kg)"
"S12000006","2009/2010","Count","Tonnes",93594,"Waste Arisings (Tonnes)"
"S12000006","2006/2007","Count","Tonnes",102130,"Waste Arisings (Tonnes)"
"S12000006","2005/2006","Count","Tonnes",102379,"Waste Arisings (Tonnes)"
"S12000006","2007/2008","Count","Kg Per Capita",677,"Waste Arisings Per Capita (Kg)"
"S12000008","2005/2006","Count","Kg Per Capita",698,"Waste Arisings Per Capita (Kg)"
"S12000008","2006/2007","Count","Kg Per Capita",620,"Waste Arisings Per Capita (Kg)"
"S12000006","2004/2005","Count","Tonnes",108974,"Waste Arisings (Tonnes)"
"S12000006","2004/2005","Count","ktonnes",67.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000006","2007/2008","Count","Tonnes",100349,"Waste Arisings (Tonnes)"
"S12000006","2005/2006","Count","ktonnes",58.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000006","2010/2011","Count","Tonnes",94864,"Waste Arisings (Tonnes)"
"S12000006","2011/2012","Count","Tonnes",94477,"Waste Arisings (Tonnes)"
"S12000006","2008/2009","Count","Tonnes",94697,"Waste Arisings (Tonnes)"
"S12000008","2010/2011","Count","Tonnes",69069,"Waste Arisings (Tonnes)"
"S12000008","2010/2011","Count","Kg Per Capita",574,"Waste Arisings Per Capita (Kg)"
"S12000008","2006/2007","Count","Tonnes",73976,"Waste Arisings (Tonnes)"
"S12000008","2011/2012","Count","Tonnes",74296,"Waste Arisings (Tonnes)"
"S12000008","2009/2010","Count","Kg Per Capita",598,"Waste Arisings Per Capita (Kg)"
"S12000008","2007/2008","Count","Tonnes",73808,"Waste Arisings (Tonnes)"
"S12000008","2004/2005","Count","Tonnes",80742,"Waste Arisings (Tonnes)"
"S12000008","2006/2007","Count","ktonnes",29.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000008","2011/2012","Count","Kg Per Capita",618,"Waste Arisings Per Capita (Kg)"
"S12000008","2009/2010","Count","ktonnes",25.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000008","2009/2010","Count","Tonnes",71905,"Waste Arisings (Tonnes)"
"S12000008","2008/2009","Count","Tonnes",71931,"Waste Arisings (Tonnes)"
"S12000008","2010/2011","Count","ktonnes",24.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000013","2010/2011","Count","ktonnes",10.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000013","2007/2008","Count","ktonnes",9.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000013","2007/2008","Count","Kg Per Capita",736,"Waste Arisings Per Capita (Kg)"
"S12000013","2006/2007","Count","Kg Per Capita",819,"Waste Arisings Per Capita (Kg)"
"S12000013","2011/2012","Count","Kg Per Capita",822,"Waste Arisings Per Capita (Kg)"
"S12000013","2010/2011","Count","Tonnes",22262,"Waste Arisings (Tonnes)"
"S12000013","2009/2010","Count","ktonnes",10.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000011","2005/2006","Count","ktonnes",24.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000013","2006/2007","Count","ktonnes",11.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000011","2010/2011","Count","Tonnes",47002,"Waste Arisings (Tonnes)"
"S12000013","2010/2011","Count","Kg Per Capita",850,"Waste Arisings Per Capita (Kg)"
"S12000013","2009/2010","Count","Kg Per Capita",848,"Waste Arisings Per Capita (Kg)"
"S12000013","2008/2009","Count","Kg Per Capita",903,"Waste Arisings Per Capita (Kg)"
"S12000013","2005/2006","Count","ktonnes",13,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000013","2008/2009","Count","ktonnes",12,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
